CUST_ID,GENDER,MARITAL_STATUS,NATIONALITY,EDUCATION,EMPLOYMENT,OCCUPATION,AGE_IN_YEARS,NO_OF_DIFFERENT_PRODUCTS,LOAN_DEFAULT,DATE_OF_BIRTH,FIRST_CUSTOMER_OPENING_DATE,weekday
276156,Male,Single,Other,n/a,Private Company / Partnership,Clerical Staff,31.671458,5,F,1972-08-28,1995-07-08,0.0
276182,Female,Single,Greek Cypriot,Secondary,Private Company / Partnership,Clerical Staff,30.138261,3,T,1974-03-11,1993-02-02,0.0
276199,Male,Married,Greek Cypriot,Secondary,Private Company / Partnership,Other Businessmen,30.171116,3,F,1974-02-27,1993-11-03,2.0
276223,Female,n/a,Greek Cypriot,n/a,n/a,Clerical Staff,30.759754,1,F,1973-07-27,1995-07-08,4.0
276248,Male,Married,Greek Cypriot,Secondary,Private Company / Partnership,Unskilled Worker,35.003422,2,T,1969-04-29,1997-05-02,1.0
276267,Female,n/a,Greek Cypriot,n/a,n/a,Teachers / Professors,50.584531,1,F,1953-09-29,1995-06-05,1.0
276298,Female,n/a,Greek Cypriot,n/a,Private Company / Partnership,Other Professionals,39.901437,1,F,1964-06-05,1995-07-08,4.0
276317,Male,n/a,Greek Cypriot,n/a,Private Company / Partnership,Salesmen,57.691992,2,F,1946-08-21,1995-07-08,2.0
276333,Male,Married,Greek Cypriot,n/a,Selfemployed,Other Professionals,29.478439,1,F,1974-11-07,1994-11-18,3.0
276349,Female,n/a,Greek Cypriot,n/a,n/a,Clerical Staff,33.029432,1,T,1971-04-20,1995-07-08,1.0
276380,Female,Married,Greek Cypriot,Professional qualification,Government - Semi-Government,Clerical Staff,30.028747,2,F,1974-04-20,1993-08-04,5.0
276393,Female,Married,Greek Cypriot,n/a,Puplic Company,Unskilled Worker,29.615332,2,F,1974-09-18,1993-12-23,2.0
276411,Female,Married,Greek Cypriot,College/University,Puplic Company,Skilled Worker,30.069815,3,F,1974-04-05,1999-05-14,4.0
276429,Female,Single,Greek Cypriot,Secondary,Puplic Company,Skilled Worker,33.34976,1,F,1970-12-24,1992-05-07,3.0
276451,Male,n/a,Greek Cypriot,n/a,n/a,Others,30.822724,3,T,1973-07-04,1997-09-24,2.0
276469,Female,Married,Greek Cypriot,n/a,Selfemployed,Restaurant or Hotel Owners,41.735797,1,F,1962-08-05,1995-02-20,6.0
276489,Male,n/a,Greek Cypriot,n/a,Private Company / Partnership,Other Professionals,29.689254,4,F,1974-08-22,1996-07-30,3.0
276516,Male,Married,Greek Cypriot,n/a,Selfemployed,Doctors,29.782341,5,F,1974-07-19,1998-04-14,4.0
276539,Female,n/a,Greek Cypriot,n/a,n/a,Other White Collar Employees,28.76386,3,F,1975-07-26,2000-12-01,5.0
276561,Male,n/a,Greek Cypriot,n/a,Private Company / Partnership,Unskilled Worker,29.998631,2,F,1974-05-01,1999-09-27,2.0
276585,Male,n/a,Greek Cypriot,n/a,Selfemployed,Other Professionals,30.327173,1,T,1974-01-01,1998-06-15,1.0
276609,Female,Married,Greek Cypriot,College/University,Private Company / Partnership,Other Professionals,29.292266,2,T,1975-01-14,1996-02-15,1.0
276630,Female,Married,Greek Cypriot,n/a,Private Company / Partnership,Clerical Staff,30.658453,2,F,1973-09-02,1995-07-08,6.0
276649,Male,Single,Greek Cypriot,n/a,Private Company / Partnership,Other Businessmen,28.692676,4,F,1975-08-21,1995-07-08,3.0
276679,Male,n/a,Greek Cypriot,n/a,Private Company / Partnership,Other Professionals,30.327173,2,F,1974-01-01,1997-05-26,1.0
276698,Male,Single,Greek Cypriot,Secondary,Selfemployed,Other Professionals,29.511294,4,T,1974-10-26,1995-07-08,5.0
276721,Male,n/a,Greek Cypriot,n/a,n/a,Architects/Civil Eng/Land,28.867899,1,F,1975-06-18,2001-02-08,2.0
276743,Male,n/a,Greek Cypriot,n/a,n/a,Students,29.483915,1,T,1974-11-05,1994-10-11,1.0
276765,Male,n/a,Greek Cypriot,n/a,n/a,Unskilled Worker,,2,F,,1993-06-15,
276779,Male,Single,Greek Cypriot,n/a,Private Company / Partnership,SENIOR MANAGER,29.44011,2,F,1974-11-21,1995-01-19,3.0
276796,Male,Married,Greek Cypriot,College/University,Private Company / Partnership,Merchants,30.494182,2,T,1973-11-01,1995-07-08,3.0
276807,Female,Married,Greek Cypriot,Secondary,Private Company / Partnership,Restaurant or Hotel Owners,32.235455,4,F,1972-02-04,1994-07-05,4.0
276827,Female,Married,Greek Cypriot,n/a,Government - Semi-Government,Teachers / Professors,28.44627,1,F,1975-11-19,1999-03-29,2.0
276848,Male,n/a,Greek Cypriot,n/a,Private Company / Partnership,Other Professionals,30.340862,4,F,1973-12-27,1995-07-08,3.0
276870,Male,Married,Greek Cypriot,Secondary,Government - Semi-Government,Clerical Staff,32.306639,1,F,1972-01-09,1995-10-20,6.0
276888,Male,Single,Greek Cypriot,Masters/PHD,Puplic Company,Other Professionals,33.311431,4,F,1971-01-07,1997-05-05,3.0
276907,Male,n/a,Greek Cypriot,n/a,Private Company / Partnership,Other Businessmen,28.941821,3,F,1975-05-22,1994-05-16,3.0
276929,Male,n/a,Greek Cypriot,n/a,n/a,Unskilled Worker,30.472279,1,F,1973-11-09,1993-04-07,4.0
276945,Male,n/a,Greek Cypriot,n/a,Private Company / Partnership,Skilled Worker,29.785079,3,F,1974-07-18,1995-07-06,3.0
276961,Male,Single,Greek Cypriot,Masters/PHD,Government - Semi-Government,Other Professionals,30.091718,3,F,1974-03-28,1993-09-08,3.0
276995,Male,Single,Greek Cypriot,College/University,Private Company / Partnership,Clerical Staff,28.574949,2,F,1975-10-03,1996-05-22,4.0
277010,Male,Single,Greek Cypriot,College/University,University - College Student,n/a,28.594114,4,F,1975-09-26,1995-01-13,4.0
277031,Female,Married,Greek Cypriot,College/University,Private Company / Partnership,Other Professionals,28.468172,3,F,1975-11-11,1998-02-02,1.0
277052,Female,n/a,Greek Cypriot,n/a,n/a,Other Businessmen,32.257358,2,T,1972-01-27,1997-12-29,3.0
277073,Male,Married,Greek Cypriot,Secondary,Private Company / Partnership,Technicians,29.067762,2,T,1975-04-06,1996-12-06,6.0
277093,Female,n/a,Greek Cypriot,n/a,Private Company / Partnership,Clerical Staff,28.626968,4,T,1975-09-14,1995-07-08,6.0
277133,Male,Single,Greek Cypriot,Secondary,Private Company / Partnership,Salesmen,29.28679,1,T,1975-01-16,1995-12-05,3.0
277157,Male,Married,Greek Cypriot,n/a,Private Company / Partnership,Other Professionals,29.078713,2,T,1975-04-02,2003-02-03,2.0
277176,Male,n/a,Greek Cypriot,n/a,n/a,Clerical Staff,29.98768,4,F,1974-05-05,1995-08-09,6.0
277195,Male,n/a,Greek Cypriot,n/a,University - College Student,n/a,28.4846,2,T,1975-11-05,1995-09-11,2.0
277219,Female,Married,Greek Cypriot,n/a,Private Company / Partnership,Skilled Worker,33.045859,1,F,1971-04-14,1993-12-14,2.0
277242,Male,Married,Greek Cypriot,College/University,Puplic Company,Clerical Staff,31.444216,3,F,1972-11-19,1995-07-08,6.0
277262,Male,Single,Greek Cypriot,n/a,Government - Semi-Government,Doctors,29.399042,2,T,1974-12-06,2001-06-01,4.0
277287,Male,Married,Greek Cypriot,n/a,Private Company / Partnership,Salesmen,36.032854,6,F,1968-04-18,1995-07-08,3.0
277300,Female,n/a,Greek Cypriot,n/a,Private Company / Partnership,Unskilled Worker,28.271047,2,T,1976-01-22,1997-10-02,3.0
277318,Female,Divorced,Greek Cypriot,Secondary,Private Company / Partnership,Clerical Staff,30.453114,3,F,1973-11-16,1993-03-09,4.0
277345,Female,Single,Greek Cypriot,n/a,Private Company / Partnership,Solicitors,28.377823,1,T,1975-12-14,1998-10-06,6.0
277357,Female,n/a,Greek Cypriot,n/a,n/a,Clerical Staff,30.527036,3,F,1973-10-20,1995-07-08,5.0
277383,Male,Married,Greek Cypriot,n/a,Private Company / Partnership,Teachers / Professors,29.856263,3,F,1974-06-22,1998-10-07,5.0
277398,Female,Married,Greek Cypriot,n/a,Private Company / Partnership,Middle Manager,37.459274,1,T,1966-11-14,1995-07-08,0.0
277429,Male,Single,Greek Cypriot,n/a,Private Company / Partnership,Unskilled Worker,28.40794,3,F,1975-12-03,1997-09-01,2.0
277444,Female,Married,Greek Cypriot,College/University,Private Company / Partnership,Clerical Staff,30.368241,2,T,1973-12-17,2004-03-26,0.0
277458,Female,n/a,Greek Cypriot,n/a,University - College Student,n/a,29.993155,2,F,1974-05-03,1993-12-22,4.0
277477,Female,Single,Greek Cypriot,Secondary,Selfemployed,Other Professionals,29.264887,1,F,1975-01-24,1995-05-12,4.0
277497,Male,Single,Greek Cypriot,College/University,Private Company / Partnership,Other Professionals,30.132786,2,F,1974-03-13,2001-10-15,2.0
277533,Male,Married,Greek Cypriot,College/University,Government - Semi-Government,Clerical Staff,28.443532,4,F,1975-11-20,1997-06-24,3.0
277553,Male,Married,Greek Cypriot,n/a,Private Company / Partnership,Unskilled Worker,40.703628,3,F,1963-08-17,1993-02-23,5.0
277574,Female,Married,Greek Cypriot,n/a,Private Company / Partnership,Clerical Staff,30.099932,2,F,1974-03-25,1994-09-22,0.0
277593,Female,Single,Greek Cypriot,Secondary,Private Company / Partnership,Clerical Staff,31.181383,4,F,1973-02-23,1994-07-26,4.0
277605,Female,Married,Greek Cypriot,n/a,Private Company / Partnership,Unskilled Worker,28.799452,1,F,1975-07-13,2000-07-31,6.0
277628,Female,Married,Greek Cypriot,College/University,Puplic Company,Clerical Staff,28.492813,2,F,1975-11-02,2000-09-19,6.0
277648,Male,n/a,Greek Cypriot,n/a,Puplic Company,Skilled Worker,28.684463,4,F,1975-08-24,1995-07-08,6.0
277669,Male,Single,Greek Cypriot,College/University,Private Company / Partnership,Other Professionals,29.659138,5,F,1974-09-02,1999-09-08,0.0
277692,Male,Married,Greek Cypriot,Secondary,Private Company / Partnership,Clerical Staff,28.72553,1,F,1975-08-09,2000-06-27,5.0
277714,Male,n/a,British,n/a,Private Company / Partnership,Middle Manager,31.676934,4,F,1972-08-26,1994-09-28,5.0
277727,Male,Married,Greek Cypriot,n/a,Private Company / Partnership,Skilled Worker,30.532512,1,T,1973-10-18,1995-12-01,3.0
277752,Male,Married,Greek Cypriot,Secondary,Private Company / Partnership,Other Professionals,28.268309,3,F,1976-01-23,1995-04-17,4.0
277770,Male,n/a,Greek Cypriot,n/a,n/a,Architects/Civil Eng/Land,28.399726,1,T,1975-12-06,2000-06-27,5.0
277788,Male,n/a,Greek Cypriot,n/a,n/a,Other Professionals,30.138261,1,T,1974-03-11,2000-01-11,0.0
277808,Female,Married,Greek Cypriot,n/a,Housewife,n/a,30.55989,3,F,1973-10-08,1992-11-20,0.0
277832,Female,n/a,Greek Cypriot,n/a,n/a,Clerical Staff,30.537988,3,T,1973-10-16,1993-07-09,1.0
277853,Male,Married,Greek Cypriot,Elementary,Selfemployed,Technicians,28.364134,1,T,1975-12-19,1996-11-08,4.0
277875,Male,Married,Greek Cypriot,n/a,Private Company / Partnership,Clerical Staff,30.565366,1,T,1973-10-06,1999-01-19,5.0
277900,Female,Married,British,n/a,Retired,n/a,62.442163,2,F,1941-11-20,1994-03-30,3.0
277918,Male,Single,Greek Cypriot,n/a,n/a,Other Professionals,29.327858,3,F,1975-01-01,1997-02-06,2.0
277941,Female,Married,Greek Cypriot,Secondary,Private Company / Partnership,Skilled Worker,30.140999,2,T,1974-03-10,2002-05-24,6.0
277963,Male,Single,Greek Cypriot,n/a,Private Company / Partnership,Clerical Staff,28.52293,5,F,1975-10-22,1995-10-13,2.0
278018,Male,Married,Greek Cypriot,n/a,Private Company / Partnership,Salesmen,28.632444,1,F,1975-09-12,1996-01-08,4.0
278041,Male,n/a,Greek Cypriot,n/a,University - College Student,n/a,28.733744,4,F,1975-08-06,1995-10-16,2.0
278066,Male,Married,Greek Cypriot,College/University,Private Company / Partnership,Middle Manager,29.292266,3,F,1975-01-14,1995-01-11,1.0
278082,Male,Married,Greek Cypriot,College/University,Private Company / Partnership,Clerical Staff,30.540726,2,T,1973-10-15,1997-03-18,0.0
278099,Male,Single,Greek Cypriot,Secondary,Government - Semi-Government,Clerical Staff,28.150582,2,T,1976-03-06,1996-11-04,5.0
278120,Female,Single,Greek Cypriot,n/a,Government - Semi-Government,Architects/Civil Eng/Land,28.698152,2,F,1975-08-19,2001-04-25,1.0
278139,Male,Married,Greek Cypriot,Secondary,Government - Semi-Government,Skilled Worker,30.094456,3,F,1974-03-27,1995-07-08,2.0
278163,Male,Single,Greek Cypriot,n/a,Private Company / Partnership,Technicians,29.278576,4,F,1975-01-19,1996-08-27,6.0
278180,Female,Married,Greek Cypriot,Secondary,Private Company / Partnership,Clerical Staff,32.613279,1,F,1971-09-19,1993-11-19,6.0
278200,Male,Married,Greek Cypriot,Secondary,Private Company / Partnership,Unskilled Worker,28.963723,3,F,1975-05-14,1995-07-08,2.0
278218,Female,Married,Greek Cypriot,College/University,Government - Semi-Government,Clerical Staff,28.698152,2,F,1975-08-19,1994-08-24,1.0
278235,Female,Married,Greek Cypriot,n/a,Private Company / Partnership,Teachers / Professors,31.271732,3,F,1973-01-21,1996-03-21,6.0
278259,Female,Single,Greek Cypriot,n/a,Private Company / Partnership,Clerical Staff,30.548939,4,F,1973-10-12,1994-04-07,4.0
278278,Male,n/a,Greek Cypriot,n/a,Private Company / Partnership,Technicians,30.710472,3,T,1973-08-14,1993-07-23,1.0
278293,Male,Married,Greek Cypriot,n/a,Private Company / Partnership,Unskilled Worker,29.730322,2,F,1974-08-07,1995-07-08,2.0
278310,Male,Single,Greek Cypriot,n/a,Government - Semi-Government,Technicians,28.273785,1,F,1976-01-21,1999-03-15,2.0
278326,Female,n/a,Greek Cypriot,n/a,n/a,Unskilled Worker,29.327858,3,F,1975-01-01,1997-06-19,2.0
278340,Female,n/a,Greek Cypriot,n/a,Private Company / Partnership,Clerical Staff,29.804244,1,F,1974-07-11,1995-07-08,3.0
278357,Female,Single,Greek Cypriot,n/a,Puplic Company,Clerical Staff,28.454483,3,F,1975-11-16,1996-07-08,6.0
278380,Male,Married,Greek Cypriot,Secondary,Selfemployed,Other Professionals,29.916496,2,T,1974-05-31,1993-05-06,4.0
278399,Male,Married,Greek Cypriot,n/a,Private Company / Partnership,Clerical Staff,30.310746,4,F,1974-01-07,1995-03-30,0.0
278414,Male,Married,Greek Cypriot,n/a,Private Company / Partnership,Other Professionals,30.086242,6,T,1974-03-30,1995-07-08,5.0
278442,Female,n/a,Greek Cypriot,n/a,n/a,Students,29.604381,4,T,1974-09-22,1995-07-08,6.0
278460,Male,Single,Greek Cypriot,Secondary,Private Company / Partnership,Technicians,30.38193,4,F,1973-12-12,1995-07-08,2.0
278479,Male,Single,Greek Cypriot,n/a,Puplic Company,Other Professionals,29.451061,2,T,1974-11-17,2002-12-09,6.0
278495,Male,Single,Greek Cypriot,Secondary,Private Company / Partnership,Clerical Staff,29.13347,3,F,1975-03-13,1994-12-22,3.0
278509,Male,Single,Greek Cypriot,n/a,Private Company / Partnership,Accountants,29.650924,2,F,1974-09-05,1996-11-06,3.0
278521,Female,Married,Greek Cypriot,n/a,Private Company / Partnership,Other Professionals,32.969199,3,F,1971-05-12,2000-02-03,2.0
278548,Male,Single,Greek Cypriot,n/a,Selfemployed,Restaurant or Hotel Owners,31.096509,5,F,1973-03-26,1993-05-07,0.0
278574,Female,n/a,Greek Cypriot,n/a,Government - Semi-Government,Accountants,28.243669,2,F,1976-02-01,1994-07-06,6.0
278595,Female,Married,Greek Cypriot,n/a,Private Company / Partnership,Other Professionals,29.990418,2,T,1974-05-04,1992-11-18,5.0
278616,Female,Married,Greek Cypriot,n/a,n/a,Others,31.720739,1,F,1972-08-10,1993-09-13,3.0
278636,Female,n/a,Greek Cypriot,n/a,Private Company / Partnership,Clerical Staff,36.459959,4,F,1967-11-14,1995-07-08,1.0
278658,Male,n/a,Greek Cypriot,n/a,n/a,Solicitors,30.105407,3,T,1974-03-23,2000-05-10,5.0
278676,Female,Single,Greek Cypriot,College/University,Government - Semi-Government,Clerical Staff,28.80219,5,F,1975-07-12,1995-07-08,5.0
278694,Male,n/a,Greek Cypriot,n/a,n/a,Others,29.924709,2,T,1974-05-28,1993-12-21,1.0
278715,Female,Married,Greek Cypriot,n/a,Selfemployed,Teachers / Professors,29.418207,4,F,1974-11-29,1992-10-05,4.0
278732,Male,n/a,Greek Cypriot,n/a,Government - Semi-Government,Clerical Staff,29.946612,2,F,1974-05-20,1995-07-08,0.0
278753,Male,Single,Greek Cypriot,n/a,Private Company / Partnership,Unskilled Worker,28.024641,2,F,1976-04-21,2000-09-18,2.0
278774,Female,Single,Greek Cypriot,Secondary,Puplic Company,Other Professionals,29.626283,2,T,1974-09-14,1993-08-26,5.0
278789,Male,Single,Greek Cypriot,n/a,Private Company / Partnership,Accountants,28.706366,4,F,1975-08-16,1997-01-27,5.0
278814,Female,n/a,Greek Cypriot,n/a,n/a,Clerical Staff,30.324435,4,F,1974-01-02,1995-11-27,2.0
278828,Female,n/a,Greek Cypriot,n/a,n/a,Clerical Staff,30.45859,1,T,1973-11-14,2000-06-28,2.0
278841,Female,n/a,Greek Cypriot,n/a,n/a,Travel Agents/Airline Employees,30.124572,2,T,1974-03-16,1997-04-10,5.0
278861,Male,n/a,Greek Cypriot,n/a,Puplic Company,Skilled Worker,30.045175,5,F,1974-04-14,1995-07-08,6.0
278881,Female,n/a,Greek Cypriot,n/a,n/a,Clerical Staff,29.207392,3,F,1975-02-14,1993-04-06,4.0
278898,Female,Married,Greek Cypriot,Masters/PHD,Private Company / Partnership,Teachers / Professors,28.090349,1,F,1976-03-28,1995-07-08,6.0
278915,Male,Married,Greek Cypriot,Secondary,Government - Semi-Government,MILITARY,29.297741,3,F,1975-01-12,1995-07-28,6.0
278936,Female,Married,Greek Cypriot,n/a,Private Company / Partnership,Unskilled Worker,28.147844,2,F,1976-03-07,1994-10-03,6.0
278956,Male,n/a,Greek Cypriot,n/a,n/a,Other Businessmen,28.87885,4,F,1975-06-14,1996-07-23,5.0
278979,Female,n/a,Greek Cypriot,n/a,n/a,Others,28.772074,1,F,1975-07-23,1993-07-26,2.0
278999,Female,Single,Greek Cypriot,n/a,Private Company / Partnership,Skilled Worker,28.637919,3,F,1975-09-10,1996-10-03,2.0
279017,Male,Single,Greek Cypriot,n/a,Government - Semi-Government,Other Professionals,29.396304,2,T,1974-12-07,2003-12-19,5.0
279044,Female,Single,Greek Cypriot,College/University,Government - Semi-Government,Accountants,30.154689,4,F,1974-03-05,1998-11-20,1.0
279065,Male,n/a,Greek Cypriot,n/a,University - College Student,n/a,28.487337,2,F,1975-11-04,1996-06-06,1.0
279085,Female,n/a,Greek Cypriot,n/a,Private Company / Partnership,Other Professionals,30.554415,1,F,1973-10-10,1997-03-26,2.0
279104,Male,n/a,Greek Cypriot,n/a,n/a,Unskilled Worker,28.065708,3,F,1976-04-06,1998-07-10,1.0
279126,Male,n/a,Greek Cypriot,n/a,n/a,Students,30.642026,3,F,1973-09-08,1995-07-08,5.0
279139,Female,Married,Greek Cypriot,College/University,Government - Semi-Government,Clerical Staff,28.490075,4,F,1975-11-03,1994-04-06,0.0
279151,Female,Single,Greek Cypriot,Masters/PHD,n/a,Teachers / Professors,28.66256,3,F,1975-09-01,1993-09-01,0.0
279171,Male,Married,Greek Cypriot,n/a,Selfemployed,Architects/Civil Eng/Land,28.402464,4,F,1975-12-05,1998-09-28,4.0
279187,Female,Married,Greek Cypriot,Secondary,Housewife,n/a,27.92334,3,T,1976-05-28,1994-06-30,4.0
279208,Female,Married,Greek Cypriot,College/University,Selfemployed,Other Professionals,33.207392,1,F,1971-02-14,1995-06-16,6.0
279231,Female,Married,Greek Cypriot,Elementary,Private Company / Partnership,Salesmen,28.405202,2,T,1975-12-04,1999-11-26,3.0
279262,Female,Married,Greek Cypriot,College/University,Private Company / Partnership,Skilled Worker,30.455852,1,F,1973-11-15,1995-07-08,3.0
279274,Female,Single,Greek Cypriot,n/a,Government - Semi-Government,Clerical Staff,30.061602,3,F,1974-04-08,1997-06-27,0.0
279296,Female,n/a,Greek Cypriot,n/a,Private Company / Partnership,Clerical Staff,29.089665,2,F,1975-03-29,1995-06-13,5.0
279328,Male,n/a,Greek Cypriot,n/a,n/a,Travel Agents/Airline Employees,28.295688,4,F,1976-01-13,1995-07-08,1.0
279361,Male,n/a,Greek Cypriot,n/a,Government - Semi-Government,Other Professionals,28.566735,1,T,1975-10-06,1997-11-19,0.0
279382,Male,n/a,Greek Cypriot,n/a,Private Company / Partnership,Other Businessmen,30.485969,4,T,1973-11-04,1995-07-08,6.0
279399,Male,n/a,Greek Cypriot,n/a,n/a,Teachers / Professors,28.50924,2,T,1975-10-27,2000-03-10,0.0
279414,Male,n/a,Greek Cypriot,n/a,n/a,Others,28.235455,1,F,1976-02-04,1998-03-24,2.0
279447,Female,Married,Greek Cypriot,n/a,Government - Semi-Government,Teachers / Professors,28.339493,4,F,1975-12-28,1995-01-09,6.0
279465,Male,Single,Greek Cypriot,n/a,Government - Semi-Government,Teachers / Professors,28.44627,2,F,1975-11-19,1996-11-20,2.0
279478,Male,n/a,Greek Cypriot,n/a,Private Company / Partnership,Other Professionals,28.744695,1,T,1975-08-02,1995-12-21,5.0
279494,Female,Single,Greek Cypriot,Masters/PHD,University - College Student,Teachers / Professors,28.221766,2,F,1976-02-09,1995-09-18,0.0
279514,Male,n/a,Greek Cypriot,n/a,Private Company / Partnership,Other Professionals,29.327858,3,F,1975-01-01,2000-02-15,2.0
279535,Male,n/a,Greek Cypriot,n/a,Private Company / Partnership,Accountants,29.013005,2,T,1975-04-26,1997-06-11,5.0
279555,Female,Married,Greek Cypriot,College/University,Government - Semi-Government,Clerical Staff,28.449008,2,F,1975-11-18,1994-03-07,1.0
279566,Male,Married,Greek Cypriot,n/a,Selfemployed,Technicians,29.587953,2,T,1974-09-28,1997-02-06,5.0
279596,Female,Married,Greek Cypriot,n/a,Private Company / Partnership,Skilled Worker,31.247091,3,T,1973-01-30,1995-07-08,1.0
279621,Female,Single,Greek Cypriot,College/University,Government - Semi-Government,Teachers / Professors,28.325804,5,F,1976-01-02,1995-07-08,4.0
279639,Male,Married,Greek Cypriot,College/University,Private Company / Partnership,Salesmen,27.326489,3,F,1977-01-01,2000-02-22,5.0
279657,Male,Single,Greek Cypriot,n/a,Private Company / Partnership,Other Professionals,28.15332,2,F,1976-03-05,2002-09-24,4.0
279671,Female,Married,Greek Cypriot,College/University,Private Company / Partnership,Clerical Staff,28.711841,1,F,1975-08-14,1995-07-19,3.0
279696,Female,Single,Greek Cypriot,College/University,Puplic Company,Skilled Worker,30.817248,3,F,1973-07-06,1998-10-15,4.0
279716,Female,Married,Greek Cypriot,n/a,Government - Semi-Government,Teachers / Professors,29.396304,3,F,1974-12-07,1997-03-28,5.0
279736,Female,n/a,British,n/a,n/a,Others,85.760438,5,F,1918-07-27,1995-07-08,5.0
279751,Male,Single,Greek Cypriot,College/University,University - College Student,n/a,29.034908,3,T,1975-04-18,1998-01-02,4.0
279769,Male,Single,Greek Cypriot,College/University,Private Company / Partnership,Clerical Staff,28.791239,2,F,1975-07-16,2000-04-10,2.0
279788,Male,Single,Greek Cypriot,College/University,University - College Student,n/a,28.0,2,T,1976-04-30,2001-05-29,4.0
279805,Male,Married,Greek Cypriot,n/a,Private Company / Partnership,Skilled Worker,27.849418,3,F,1976-06-24,1998-01-12,3.0
279821,Female,n/a,Greek Cypriot,n/a,Puplic Company,Unskilled Worker,30.661191,2,T,1973-09-01,1993-01-05,5.0
279848,Female,Married,Greek Cypriot,n/a,Private Company / Partnership,Clerical Staff,29.180014,2,F,1975-02-24,1996-06-19,0.0
279867,Female,Married,Greek Cypriot,Secondary,n/a,Clerical Staff,28.876112,1,T,1975-06-15,1999-06-09,6.0
279882,Male,Married,Greek Cypriot,College/University,Government - Semi-Government,Clerical Staff,36.377823,3,F,1967-12-14,1994-07-27,3.0
279899,Female,Single,Greek Cypriot,Secondary,Private Company / Partnership,Unskilled Worker,28.451745,3,F,1975-11-17,2002-04-08,0.0
279922,Male,n/a,Greek Cypriot,n/a,Selfemployed,Other Professionals,29.086927,3,F,1975-03-30,1996-02-16,6.0
279938,Female,Single,Greek Cypriot,Secondary,Private Company / Partnership,Accountants,30.3436,3,F,1973-12-26,2000-10-17,2.0
279958,Male,Married,Greek Cypriot,n/a,Selfemployed,Other Professionals,44.427105,1,F,1959-11-26,1995-07-08,3.0
279973,Male,Single,Greek Cypriot,College/University,Private Company / Partnership,Accountants,28.008214,3,F,1976-04-27,1997-10-30,1.0
279991,Female,Single,Greek Cypriot,n/a,Private Company / Partnership,Clerical Staff,28.62423,2,T,1975-09-15,1993-12-07,0.0
280009,Female,Married,Greek Cypriot,Secondary,Private Company / Partnership,Accountants,28.180698,1,F,1976-02-24,1995-07-08,1.0
280034,Male,Single,Greek Cypriot,n/a,Government - Semi-Government,Other Professionals,28.637919,2,F,1975-09-10,1996-01-12,2.0
280057,Female,Single,Greek Cypriot,n/a,Private Company / Partnership,Clerical Staff,27.827515,4,F,1976-07-02,1997-11-18,4.0
280081,Male,n/a,Greek Cypriot,n/a,Private Company / Partnership,Other Businessmen,29.412731,1,T,1974-12-01,1994-12-28,6.0
280107,Female,Single,Greek Cypriot,Masters/PHD,Government - Semi-Government,Clerical Staff,27.964408,4,F,1976-05-13,1999-11-09,3.0
280126,Female,Married,Greek Cypriot,n/a,Private Company / Partnership,Skilled Worker,29.820671,5,F,1974-07-05,1994-11-08,4.0
280147,Male,n/a,Greek Cypriot,n/a,Private Company / Partnership,Unskilled Worker,28.136893,2,F,1976-03-11,1999-08-23,3.0
280160,Male,n/a,Greek Cypriot,n/a,Retired,n/a,70.9295,2,F,1933-05-26,1995-07-08,4.0
280174,Female,n/a,Greek Cypriot,n/a,n/a,Others,27.84668,2,T,1976-06-25,1999-12-07,4.0
280203,Male,n/a,Greek Cypriot,n/a,n/a,Unskilled Worker,28.533881,2,T,1975-10-18,1994-01-28,5.0
280221,Female,Single,Greek Cypriot,n/a,Government - Semi-Government,Teachers / Professors,27.80835,3,F,1976-07-09,1995-07-08,4.0
280245,Female,Single,Greek Cypriot,Professional qualification,Private Company / Partnership,Clerical Staff,29.300479,2,F,1975-01-11,1996-07-30,5.0
280260,Male,Single,Greek Cypriot,Secondary,Selfemployed,Other Businessmen,28.906229,3,F,1975-06-04,1996-02-08,2.0
280277,Male,Married,Greek Cypriot,n/a,Government - Semi-Government,Teachers / Professors,29.327858,2,T,1975-01-01,1999-06-02,2.0
280295,Female,Married,Greek Cypriot,Secondary,Private Company / Partnership,Skilled Worker,27.835729,3,F,1976-06-29,1995-07-08,1.0
280317,Female,Single,Greek Cypriot,n/a,Selfemployed,Teachers / Professors,28.188912,4,F,1976-02-21,1993-09-02,5.0
280340,Female,Single,Greek Cypriot,n/a,n/a,Clerical Staff,28.845996,2,T,1975-06-26,1998-07-27,3.0
280365,Male,Single,Greek Cypriot,Masters/PHD,Private Company / Partnership,Solicitors,30.551677,1,F,1973-10-11,1999-09-10,3.0
280383,Male,Single,Greek Cypriot,College/University,Private Company / Partnership,Other Professionals,27.843943,1,T,1976-06-26,2003-02-03,5.0
280395,Female,Married,Greek Cypriot,n/a,Government - Semi-Government,MILITARY,27.906913,1,F,1976-06-03,1996-01-22,3.0
280415,Female,n/a,Greek Cypriot,n/a,Government - Semi-Government,Other Professionals,28.996578,3,F,1975-05-02,2000-02-21,4.0
280442,Male,Married,Greek Cypriot,College/University,Private Company / Partnership,Other Professionals,28.060233,3,F,1976-04-08,1997-10-16,3.0
280457,Male,n/a,Greek Cypriot,n/a,Government - Semi-Government,Clerical Staff,27.887748,1,F,1976-06-10,2000-05-25,3.0
